code,year,month,day,value
A_0_1_0,1997,2,22,0.4
A_0_1_0,1997,2,23,0.7
A_0_1_0,1997,2,24,0.6
A_0_1_0,1997,2,25,1.2
A_0_1_0,1997,2,26,0.5
A_0_1_0,1997,2,27,0.9
A_0_1_0,1997,2,28,0.9
A_0_1_0,1997,3,1,1.4
A_0_1_0,1997,3,2,0.4
A_0_1_0,1997,3,3,1.3
A_0_1_0,1997,3,4,1
A_0_1_0,1997,3,5,0.7
A_0_1_0,1997,3,6,1.6
A_0_1_0,1997,3,7,1.1
A_0_1_0,1997,3,8,0.8
A_0_1_0,1997,3,9,1.4
A_0_1_0,1997,3,10,1.7
A_0_1_0,1997,3,11,0.8
A_0_1_0,1997,3,12,1.3
A_0_1_0,1997,3,13,1.7
A_0_1_0,1997,3,14,0.4
A_0_1_0,1997,3,15,0.5
A_0_1_0,1997,3,16,0.4
A_0_1_0,1997,3,17,1.8
A_0_1_0,1997,3,18,0.3
A_0_1_0,1997,3,19,0.7
A_0_1_0,1997,3,20,0.7
A_0_1_0,1997,3,21,1.1
A_0_1_0,1997,3,22,1.5
A_0_1_0,1997,3,23,0.5
A_0_1_0,1997,3,24,0.6
A_0_1_0,1997,3,25,1.3
A_0_1_0,1997,3,26,0.8
A_0_1_0,1997,3,27,1.9
A_0_1_0,1997,3,28,1.7
A_0_1_0,1997,3,29,1.7
A_0_1_0,1997,3,30,2.6
A_0_1_0,1997,3,31,2.6
A_0_1_0,1997,4,1,2.7
A_0_1_0,1997,4,2,0.8
A_0_1_0,1997,4,3,1.7
A_0_1_0,1997,4,4,1.9
A_0_1_0,1997,4,5,0.4
A_0_1_0,1997,4,6,2.3
A_0_1_0,1997,4,7,2.6
A_0_1_0,1997,4,8,2.7
A_0_1_0,1997,4,9,2.3
A_0_1_0,1997,4,10,2.4
A_0_1_0,1997,4,11,1.6
A_0_1_0,1997,4,12,1.9
A_0_1_0,1997,4,13,1.9
A_0_1_0,1997,4,14,1.1
A_0_1_0,1997,4,15,1.8
A_0_1_0,1997,4,16,0.6
A_0_1_0,1997,4,17,3.1
A_0_1_0,1997,4,18,1.2
A_0_1_0,1997,4,19,1.2
A_0_1_0,1997,4,20,2.4
A_0_1_0,1997,4,21,3
A_0_1_0,1997,4,22,1.9
A_0_1_0,1997,4,23,3
A_0_1_0,1997,4,24,2.7
A_0_1_0,1997,4,25,1
A_0_1_0,1997,4,26,2.2
A_0_1_0,1997,4,27,1.2
A_0_1_0,1997,4,28,1
A_0_1_0,1997,4,29,0.7
A_0_1_0,1997,4,30,1.8
A_0_1_0,1997,5,1,3.5
A_0_1_0,1997,5,2,4
A_0_1_0,1997,5,3,3.5
A_0_1_0,1997,5,4,0.9
A_0_1_0,1997,5,5,2
A_0_1_0,1997,5,6,1
A_0_1_0,1997,5,7,2.4
A_0_1_0,1997,5,8,1.2
A_0_1_0,1997,5,9,1.8
A_0_1_0,1997,5,10,2.6
A_0_1_0,1997,5,11,1.6
A_0_1_0,1997,5,12,2.9
A_0_1_0,1997,5,13,3.9
A_0_1_0,1997,5,14,0.8
A_0_1_0,1997,5,15,2.9
A_0_1_0,1997,5,16,4
A_0_1_0,1997,5,17,4.1
A_0_1_0,1997,5,18,1
A_0_1_0,1997,5,19,3.7
A_0_1_0,1997,5,20,2.2
A_0_1_0,1997,5,21,1.9
A_0_1_0,1997,5,22,1.5
A_0_1_0,1997,5,23,3.9
A_0_1_0,1997,5,24,3.1
A_0_1_0,1997,5,25,4.1
A_0_1_0,1997,5,26,3.2
A_0_1_0,1997,5,27,1.3
A_0_1_0,1997,5,28,1.8
A_0_1_0,1997,5,29,3.9
A_0_1_0,1997,5,30,4.6
A_0_1_0,1997,5,31,4.6
A_0_1_0,1997,6,1,4.9
A_0_1_0,1997,6,2,4.9
A_0_1_0,1997,6,3,5
A_0_1_0,1997,6,4,4
A_0_1_0,1997,6,5,4.5
A_0_1_0,1997,6,6,4
A_0_1_0,1997,6,7,3.5
A_0_1_0,1997,6,8,3
A_0_1_0,1997,6,9,4.8
A_0_1_0,1997,6,10,4.8
A_0_1_0,1997,6,11,1.4
A_0_1_0,1997,6,12,2.1
A_0_1_0,1997,6,13,2.7
A_0_1_0,1997,6,14,2.3
A_0_1_0,1997,6,15,3.8
A_0_1_0,1997,6,16,3.7
A_0_1_0,1997,6,17,3.8
A_0_1_0,1997,6,18,4.6
A_0_1_0,1997,6,19,2.9
A_0_1_0,1997,6,20,2.1
A_0_1_0,1997,6,21,2.8
A_0_1_0,1997,6,22,1.9
A_0_1_0,1997,6,23,1.2
A_0_1_0,1997,6,24,2.5
A_0_1_0,1997,6,25,1.9
A_0_1_0,1997,6,26,1.4
A_0_1_0,1997,6,27,1.9
A_0_1_0,1997,6,28,3.3
A_0_1_0,1997,6,29,2
A_0_1_0,1997,6,30,0.9
A_0_1_0,1997,7,1,2.1
A_0_1_0,1997,7,2,2.7
A_0_1_0,1997,7,3,3.1
A_0_1_0,1997,7,4,3.4
A_0_1_0,1997,7,5,2.8
A_0_1_0,1997,7,6,1.7
A_0_1_0,1997,7,7,4.1
A_0_1_0,1997,7,8,4.3
A_0_1_0,1997,7,9,3.3
A_0_1_0,1997,7,10,4.7
A_0_1_0,1997,7,11,5.1
A_0_1_0,1997,7,12,4.6
A_0_1_0,1997,7,13,3.6
A_0_1_0,1997,7,14,4.2
A_0_1_0,1997,7,15,2.6
A_0_1_0,1997,7,16,2.5
A_0_1_0,1997,7,17,2.3
A_0_1_0,1997,7,18,1.9
A_0_1_0,1997,7,19,4
A_0_1_0,1997,7,20,4.5
A_0_1_0,1997,7,21,2.6
A_0_1_0,1997,7,22,2.1
A_0_1_0,1997,7,23,3.4
A_0_1_0,1997,7,24,1.7
A_0_1_0,1997,7,25,1.8
A_0_1_0,1997,7,26,3.6
A_0_1_0,1997,7,27,2.6
A_0_1_0,1997,7,28,3.6
A_0_1_0,1997,7,29,4.1
A_0_1_0,1997,7,30,2.3
A_0_1_0,1997,7,31,1.6
A_0_1_0,1997,8,1,2
A_0_1_0,1997,8,2,3.7
A_0_1_0,1997,8,3,3.6
A_0_1_0,1997,8,4,4.4
A_0_1_0,1997,8,5,4.3
A_0_1_0,1997,8,6,4.8
A_0_1_0,1997,8,7,4.7
A_0_1_0,1997,8,8,4.1
A_0_1_0,1997,8,9,4.2
A_0_1_0,1997,8,10,4.1
A_0_1_0,1997,8,11,4.8
A_0_1_0,1997,8,12,4.4
A_0_1_0,1997,8,13,4.2
A_0_1_0,1997,8,14,1.4
A_0_1_0,1997,8,15,4.1
A_0_1_0,1997,8,16,3
A_0_1_0,1997,8,17,3
A_0_1_0,1997,8,18,2.9
A_0_1_0,1997,8,19,3.9
A_0_1_0,1997,8,20,3.8
A_0_1_0,1997,8,21,3.4
A_0_1_0,1997,8,22,0.6
A_0_1_0,1997,8,23,1.9
A_0_1_0,1997,8,24,3.6
A_0_1_0,1997,8,25,2.2
A_0_1_0,1997,8,26,2.1
A_0_1_0,1997,8,27,1.8
A_0_1_0,1997,8,28,1.2
A_0_1_0,1997,8,29,2.3
A_0_1_0,1997,8,30,0.7
A_0_1_0,1997,8,31,3.1
A_0_1_0,1997,9,1,2.4
A_0_1_0,1997,9,2,3
A_0_1_0,1997,9,3,2.9
A_0_1_0,1997,9,4,2.1
A_0_1_0,1997,9,5,2.1
A_0_1_0,1997,9,6,2.7
A_0_1_0,1997,9,7,2.3
A_0_1_0,1997,9,8,1.1
A_0_1_0,1997,9,9,2.1
A_0_1_0,1997,9,10,1.9
A_0_1_0,1997,9,11,1.7
A_0_1_0,1997,9,12,1.8
A_0_1_0,1997,9,13,2.3
A_0_1_0,1997,9,14,2.5
A_0_1_0,1997,9,15,2
A_0_1_0,1997,9,16,2.6
A_0_1_0,1997,9,17,1.2
A_0_1_0,1997,9,18,2.1
A_0_1_0,1997,9,19,2.1
A_0_1_0,1997,9,20,2.2
A_0_1_0,1997,9,21,2.3
A_0_1_0,1997,9,22,2.3
A_0_1_0,1997,9,23,1.8
A_0_1_0,1997,9,24,0.7
A_0_1_0,1997,9,25,2.3
A_0_1_0,1997,9,26,2.3
A_0_1_0,1997,9,27,1.2
A_0_1_0,1997,9,28,1.6
A_0_1_0,1997,9,29,1.3
A_0_1_0,1997,9,30,1.2
A_0_1_0,1997,10,1,0.4
A_0_1_0,1997,10,2,1.6
A_0_1_0,1997,10,3,0.9
A_0_1_0,1997,10,4,0.7
A_0_1_0,1997,10,5,0.4
A_0_1_0,1997,10,6,1.8
A_0_1_0,1997,10,7,0.8
A_0_1_0,1997,10,8,0.3
A_0_1_0,1997,10,9,0.7
A_0_1_0,1997,10,10,1.2
A_0_1_0,1997,10,11,0.9
A_0_1_0,1997,10,12,1.2
A_0_1_0,1997,10,13,0.8
A_0_1_0,1997,10,14,0.7
A_0_1_0,1997,10,15,0.6
A_0_1_0,1997,10,16,0.8
A_0_1_0,1997,10,17,0.7
A_0_1_0,1997,10,18,1.5
A_0_1_0,1997,10,19,1.3
A_0_1_0,1997,10,20,0.8
A_0_1_0,1997,10,21,1.2
A_0_1_0,1997,10,22,1.2
A_0_1_0,1997,10,23,0.4
A_0_1_0,1997,10,24,0.7
A_0_1_0,1997,10,25,0.3
A_0_1_0,1997,10,26,0.4
A_0_1_0,1997,10,27,1.1
A_0_1_0,1997,10,28,1
A_0_1_0,1997,10,29,0.8
A_0_1_0,1997,10,30,0.9
A_0_1_0,1997,10,31,1
A_0_1_0,1997,11,1,0.4
A_0_1_0,1997,11,2,0.4
A_0_1_0,1997,11,3,0.3
A_0_1_0,1997,11,4,0.9
A_0_1_0,1997,11,5,0.6
A_0_1_0,1997,11,6,0.5
A_0_1_0,1997,11,7,0.2
A_0_1_0,1997,11,8,0.5
A_0_1_0,1997,11,9,0.7
A_0_1_0,1997,11,10,0.4
A_0_1_0,1997,11,11,0.4
A_0_1_0,1997,11,12,0.3
A_0_1_0,1997,11,13,0.6
A_0_1_0,1997,11,14,0.2
A_0_1_0,1997,11,15,0.1
A_0_1_0,1997,11,16,0.2
A_0_1_0,1997,11,17,0.6
A_0_1_0,1997,11,18,0.6
A_0_1_0,1997,11,19,0.5
A_0_1_0,1997,11,20,0.2
A_0_1_0,1997,11,21,0.3
A_0_1_0,1997,11,22,0.5
A_0_1_0,1997,11,23,0.2
A_0_1_0,1997,11,24,0.2
A_0_1_0,1997,11,25,0.4
A_0_1_0,1997,11,26,0.2
A_0_1_0,1997,11,27,0.1
A_0_1_0,1997,11,28,0.1
A_0_1_0,1997,11,29,0.3
A_0_1_0,1997,11,30,0.1
A_0_1_0,1997,12,1,0.3
A_0_1_0,1997,12,2,0.2
A_0_1_0,1997,12,3,0.4
A_0_1_0,1997,12,4,0.1
A_0_1_0,1997,12,5,0.2
A_0_1_0,1997,12,6,0.1
A_0_1_0,1997,12,7,0.2
A_0_1_0,1997,12,8,0.1
A_0_1_0,1997,12,9,0.3
A_0_1_0,1997,12,10,0
A_0_1_0,1997,12,11,0.3
A_0_1_0,1997,12,12,0.2
A_0_1_0,1997,12,13,0.3
A_0_1_0,1997,12,14,0.4
A_0_1_0,1997,12,15,0.1
A_0_1_0,1997,12,16,0.2
A_0_1_0,1997,12,17,0.1
A_0_1_0,1997,12,18,0.2
A_0_1_0,1997,12,19,0.1
A_0_1_0,1997,12,20,0.4
A_0_1_0,1997,12,21,0.1
A_0_1_0,1997,12,22,0.1
A_0_1_0,1997,12,23,0.1
A_0_1_0,1997,12,24,0
A_0_1_0,1997,12,25,0.1
A_0_1_0,1997,12,26,0.2
A_0_1_0,1997,12,27,0.2
A_0_1_0,1997,12,28,0.3
A_0_1_0,1997,12,29,0.4
A_0_1_0,1997,12,30,0.3
A_0_1_0,1997,12,31,0.1
A_0_1_0,1998,1,1,0.3
A_0_1_0,1998,1,2,0.1
A_0_1_0,1998,1,3,0
A_0_1_0,1998,1,4,0.1
A_0_1_0,1998,1,5,0.1
A_0_1_0,1998,1,6,0.4
A_0_1_0,1998,1,7,0.2
A_0_1_0,1998,1,8,0.1
A_0_1_0,1998,1,9,0.4
A_0_1_0,1998,1,10,0.4
A_0_1_0,1998,1,11,0.5
A_0_1_0,1998,1,12,0.3
A_0_1_0,1998,1,13,0.4
A_0_1_0,1998,1,14,0
A_0_1_0,1998,1,15,0.1
A_0_1_0,1998,1,16,0.2
A_0_1_0,1998,1,17,0.2
A_0_1_0,1998,1,18,0.1
A_0_1_0,1998,1,19,0.3
A_0_1_0,1998,1,20,0.2
A_0_1_0,1998,1,21,0.5
A_0_1_0,1998,1,22,0.5
A_0_1_0,1998,1,23,0.1
A_0_1_0,1998,1,24,0.4
A_0_1_0,1998,1,25,0.4
A_0_1_0,1998,1,26,0.6
A_0_1_0,1998,1,27,0.3
A_0_1_0,1998,1,28,0.1
A_0_1_0,1998,1,29,0.4
A_0_1_0,1998,1,30,0.3
A_0_1_0,1998,1,31,0.7
A_0_1_0,1998,2,1,0.5
A_0_1_0,1998,2,2,0.3
A_0_1_0,1998,2,3,0.6
A_0_1_0,1998,2,4,0.7
A_0_1_0,1998,2,5,0.7
A_0_1_0,1998,2,6,0.2
A_0_1_0,1998,2,7,0.4
A_0_1_0,1998,2,8,0.6
A_0_1_0,1998,2,9,0.9
A_0_1_0,1998,2,10,0.5
A_0_1_0,1998,2,11,0.8
A_0_1_0,1998,2,12,0.6
A_0_1_0,1998,2,13,0.9
A_0_1_0,1998,2,14,1.1
A_0_1_0,1998,2,15,0.9
A_0_1_0,1998,2,16,0.8
A_0_1_0,1998,2,17,0.6
A_0_1_0,1998,2,18,1.1
A_0_1_0,1998,2,19,1
A_0_1_0,1998,2,20,1.2
A_0_1_0,1998,2,21,0.3
A_0_1_0,1998,2,22,0.6
A_0_1_0,1998,2,23,0.9
A_0_1_0,1998,2,24,0.7
A_0_1_0,1998,2,25,0.3
A_0_1_0,1998,2,26,0.3
A_0_1_0,1998,2,27,0.4
A_0_1_0,1998,2,28,1.1
A_0_1_0,1998,3,1,0.7
A_0_1_0,1998,3,2,1
A_0_1_0,1998,3,3,0.1
A_0_1_0,1998,3,4,0.4
A_0_1_0,1998,3,5,0.9
A_0_1_0,1998,3,6,0.2
A_0_1_0,1998,3,7,0.9
A_0_1_0,1998,3,8,0.7
A_0_1_0,1998,3,9,1.4
A_0_1_0,1998,3,10,1.5
A_0_1_0,1998,3,11,0.2
A_0_1_0,1998,3,12,1
A_0_1_0,1998,3,13,0.6
A_0_1_0,1998,3,14,0.7
A_0_1_0,1998,3,15,0.7
A_0_1_0,1998,3,16,0.6
A_0_1_0,1998,3,17,1
A_0_1_0,1998,3,18,1.4
A_0_1_0,1998,3,19,1.9
A_0_1_0,1998,3,20,0.5
A_0_1_0,1998,3,21,1.5
A_0_1_0,1998,3,22,0.5
A_0_1_0,1998,3,23,0.9
A_0_1_0,1998,3,24,1.6
A_0_1_0,1998,3,25,1.9
A_0_1_0,1998,3,26,0.6
A_0_1_0,1998,3,27,0.6
A_0_1_0,1998,3,28,0.7
A_0_1_0,1998,3,29,1.5
A_0_1_0,1998,3,30,1.9
A_0_1_0,1998,3,31,1.5
A_0_1_0,1998,4,1,0.6
A_0_1_0,1998,4,2,1.2
A_0_1_0,1998,4,3,0.8
A_0_1_0,1998,4,4,0.8
A_0_1_0,1998,4,5,1.8
A_0_1_0,1998,4,6,1.4
A_0_1_0,1998,4,7,1.5
A_0_1_0,1998,4,8,0.8
A_0_1_0,1998,4,9,1.4
A_0_1_0,1998,4,10,1.1
A_0_1_0,1998,4,11,1.7
A_0_1_0,1998,4,12,2.3
A_0_1_0,1998,4,13,1.1
A_0_1_0,1998,4,14,0.8
A_0_1_0,1998,4,15,0.5
A_0_1_0,1998,4,16,2
A_0_1_0,1998,4,17,1.9
A_0_1_0,1998,4,18,1.2
A_0_1_0,1998,4,19,1.1
A_0_1_0,1998,4,20,1.4
A_0_1_0,1998,4,21,2.2
A_0_1_0,1998,4,22,3.4
A_0_1_0,1998,4,23,3
A_0_1_0,1998,4,24,1.6
A_0_1_0,1998,4,25,0.7
A_0_1_0,1998,4,26,1.7
A_0_1_0,1998,4,27,1.1
A_0_1_0,1998,4,28,2.4
A_0_1_0,1998,4,29,2.8
A_0_1_0,1998,4,30,1
A_0_1_0,1998,5,1,1
A_0_1_0,1998,5,2,0.8
A_0_1_0,1998,5,3,1.3
A_0_1_0,1998,5,4,2.5
A_0_1_0,1998,5,5,2.1
A_0_1_0,1998,5,6,1.6
A_0_1_0,1998,5,7,1.9
A_0_1_0,1998,5,8,4.1
A_0_1_0,1998,5,9,3.9
A_0_1_0,1998,5,10,4.3
A_0_1_0,1998,5,11,4
A_0_1_0,1998,5,12,4.5
A_0_1_0,1998,5,13,4.7
A_0_1_0,1998,5,14,4.8
A_0_1_0,1998,5,15,4.9
A_0_1_0,1998,5,16,4.8
A_0_1_0,1998,5,17,4.7
A_0_1_0,1998,5,18,4.5
A_0_1_0,1998,5,19,4.3
A_0_1_0,1998,5,20,3.1
A_0_1_0,1998,5,21,2.5
A_0_1_0,1998,5,22,1.6
A_0_1_0,1998,5,23,1.6
A_0_1_0,1998,5,24,1.6
A_0_1_0,1998,5,25,2.3
A_0_1_0,1998,5,26,2.6
A_0_1_0,1998,5,27,2.1
A_0_1_0,1998,5,28,3.4
A_0_1_0,1998,5,29,2.9
A_0_1_0,1998,5,30,2.7
A_0_1_0,1998,5,31,3.5
A_0_1_0,1998,6,1,4.3
A_0_1_0,1998,6,2,2.3
A_0_1_0,1998,6,3,2.2
A_0_1_0,1998,6,4,2.2
A_0_1_0,1998,6,5,1.7
A_0_1_0,1998,6,6,2.3
A_0_1_0,1998,6,7,2.6
A_0_1_0,1998,6,8,3.1
A_0_1_0,1998,6,9,0.5
A_0_1_0,1998,6,10,3.8
A_0_1_0,1998,6,11,1
A_0_1_0,1998,6,12,2.7
A_0_1_0,1998,6,13,3.3
A_0_1_0,1998,6,14,2
A_0_1_0,1998,6,15,3.1
A_0_1_0,1998,6,16,2.1
A_0_1_0,1998,6,17,4
A_0_1_0,1998,6,18,1.2
A_0_1_0,1998,6,19,2.8
A_0_1_0,1998,6,20,4.7
A_0_1_0,1998,6,21,4.8
A_0_1_0,1998,6,22,4.5
A_0_1_0,1998,6,23,1.4
A_0_1_0,1998,6,24,2.8
A_0_1_0,1998,6,25,2.5
A_0_1_0,1998,6,26,3.1
A_0_1_0,1998,6,27,1.6
A_0_1_0,1998,6,28,4.2
A_0_1_0,1998,6,29,2.8
A_0_1_0,1998,6,30,2.3
A_0_1_0,1998,7,1,3.5
A_0_1_0,1998,7,2,2.1
A_0_1_0,1998,7,3,1.9
A_0_1_0,1998,7,4,2.3
A_0_1_0,1998,7,5,1.6
A_0_1_0,1998,7,6,2.5
A_0_1_0,1998,7,7,2.8
A_0_1_0,1998,7,8,3.2
A_0_1_0,1998,7,9,1.1
A_0_1_0,1998,7,10,1.8
A_0_1_0,1998,7,11,2.9
A_0_1_0,1998,7,12,0.8
A_0_1_0,1998,7,13,3.5
A_0_1_0,1998,7,14,1.6
A_0_1_0,1998,7,15,2.9
A_0_1_0,1998,7,16,2
A_0_1_0,1998,7,17,2
A_0_1_0,1998,7,18,3.5
A_0_1_0,1998,7,19,3.9
A_0_1_0,1998,7,20,4.5
A_0_1_0,1998,7,21,2.5
A_0_1_0,1998,7,22,3.4
A_0_1_0,1998,7,23,3.1
A_0_1_0,1998,7,24,4.1
A_0_1_0,1998,7,25,4.4
A_0_1_0,1998,7,26,3.7
A_0_1_0,1998,7,27,2.3
A_0_1_0,1998,7,28,2.4
A_0_1_0,1998,7,29,1.4
A_0_1_0,1998,7,30,2.6
A_0_1_0,1998,7,31,2.2
A_0_1_0,1998,8,1,1.5
A_0_1_0,1998,8,2,2.6
A_0_1_0,1998,8,3,3.1
A_0_1_0,1998,8,4,3.7
A_0_1_0,1998,8,5,1.7
A_0_1_0,1998,8,6,4.2
A_0_1_0,1998,8,7,4.1
A_0_1_0,1998,8,8,4.4
A_0_1_0,1998,8,9,4.1
A_0_1_0,1998,8,10,4.4
A_0_1_0,1998,8,11,4.1
A_0_1_0,1998,8,12,3.4
A_0_1_0,1998,8,13,2.8
A_0_1_0,1998,8,14,2.7
A_0_1_0,1998,8,15,1.7
A_0_1_0,1998,8,16,3.2
A_0_1_0,1998,8,17,3.4
A_0_1_0,1998,8,18,3.3
A_0_1_0,1998,8,19,3.2
A_0_1_0,1998,8,20,2.7
A_0_1_0,1998,8,21,1.6
A_0_1_0,1998,8,22,2.6
A_0_1_0,1998,8,23,1.9
A_0_1_0,1998,8,24,1.4
A_0_1_0,1998,8,25,2.4
A_0_1_0,1998,8,26,0.8
A_0_1_0,1998,8,27,2.4
A_0_1_0,1998,8,28,0.9
A_0_1_0,1998,8,29,2.1
A_0_1_0,1998,8,30,1.7
A_0_1_0,1998,8,31,2.4
A_0_1_0,1998,9,1,1.3
A_0_1_0,1998,9,2,0.9
A_0_1_0,1998,9,3,0.6
A_0_1_0,1998,9,4,2
A_0_1_0,1998,9,5,1.4
A_0_1_0,1998,9,6,1.7
A_0_1_0,1998,9,7,1.9
A_0_1_0,1998,9,8,1.1
A_0_1_0,1998,9,9,1.2
A_0_1_0,1998,9,10,2
A_0_1_0,1998,9,11,1.8
A_0_1_0,1998,9,12,2.2
A_0_1_0,1998,9,13,0.6
A_0_1_0,1998,9,14,0.4
A_0_1_0,1998,9,15,1.5
A_0_1_0,1998,9,16,1.2
A_0_1_0,1998,9,17,1.1
A_0_1_0,1998,9,18,1.8
A_0_1_0,1998,9,19,2.2
A_0_1_0,1998,9,20,1.6
A_0_1_0,1998,9,21,2.4
A_0_1_0,1998,9,22,2.2
A_0_1_0,1998,9,23,2.2
A_0_1_0,1998,9,24,2.2
A_0_1_0,1998,9,25,2
A_0_1_0,1998,9,26,1.8
A_0_1_0,1998,9,27,1.9
A_0_1_0,1998,9,28,1.5
A_0_1_0,1998,9,29,1.3
A_0_1_0,1998,9,30,0.5
A_0_1_0,1998,10,1,0.4
A_0_1_0,1998,10,2,0.7
A_0_1_0,1998,10,3,0.2
A_0_1_0,1998,10,4,0.6
A_0_1_0,1998,10,5,0.3
A_0_1_0,1998,10,6,1.2
A_0_1_0,1998,10,7,0.2
A_0_1_0,1998,10,8,0.2
A_0_1_0,1998,10,9,1.1
A_0_1_0,1998,10,10,0.8
A_0_1_0,1998,10,11,0.4
A_0_1_0,1998,10,12,0.9
A_0_1_0,1998,10,13,0.6
A_0_1_0,1998,10,14,0.3
A_0_1_0,1998,10,15,1.1
A_0_1_0,1998,10,16,1
A_0_1_0,1998,10,17,0.4
A_0_1_0,1998,10,18,1
A_0_1_0,1998,10,19,0.9
A_0_1_0,1998,10,20,1.2
A_0_1_0,1998,10,21,0.2
A_0_1_0,1998,10,22,0.5
A_0_1_0,1998,10,23,0.2
A_0_1_0,1998,10,24,0.5
A_0_1_0,1998,10,25,0.5
A_0_1_0,1998,10,26,0.6
A_0_1_0,1998,10,27,0.3
A_0_1_0,1998,10,28,0.7
A_0_1_0,1998,10,29,0.6
A_0_1_0,1998,10,30,0.5
A_0_1_0,1998,10,31,0.4
A_0_1_0,1998,11,1,0.7
A_0_1_0,1998,11,2,0.4
A_0_1_0,1998,11,3,0.4
A_0_1_0,1998,11,4,0.4
A_0_1_0,1998,11,5,0.4
A_0_1_0,1998,11,6,0.8
A_0_1_0,1998,11,7,0.5
A_0_1_0,1998,11,8,0.1
A_0_1_0,1998,11,9,0.3
A_0_1_0,1998,11,10,0.3
A_0_1_0,1998,11,11,0.7
A_0_1_0,1998,11,12,0.5
A_0_1_0,1998,11,13,0.2
A_0_1_0,1998,11,14,0.1
A_0_1_0,1998,11,15,0.6
A_0_1_0,1998,11,16,0.6
A_0_1_0,1998,11,17,0.4
A_0_1_0,1998,11,18,0.3
A_0_1_0,1998,11,19,0.4
A_0_1_0,1998,11,20,0.7
A_0_1_0,1998,11,21,0.6
A_0_1_0,1998,11,22,0.5
A_0_1_0,1998,11,23,0.5
A_0_1_0,1998,11,24,0.2
A_0_1_0,1998,11,25,0.2
A_0_1_0,1998,11,26,0.1
A_0_1_0,1998,11,27,0.3
A_0_1_0,1998,11,28,0.2
A_0_1_0,1998,11,29,0.1
A_0_1_0,1998,11,30,0.1
A_0_1_0,1998,12,1,0.2
A_0_1_0,1998,12,2,0.1
A_0_1_0,1998,12,3,0.1
A_0_1_0,1998,12,4,0.3
A_0_1_0,1998,12,5,0.3
A_0_1_0,1998,12,6,0.4
A_0_1_0,1998,12,7,0.3
A_0_1_0,1998,12,8,0.1
A_0_1_0,1998,12,9,0.1
A_0_1_0,1998,12,10,0.1
A_0_1_0,1998,12,11,0.1
A_0_1_0,1998,12,12,0
A_0_1_0,1998,12,13,0.4
A_0_1_0,1998,12,14,0.4
A_0_1_0,1998,12,15,0.1
A_0_1_0,1998,12,16,0.4
A_0_1_0,1998,12,17,0.4
A_0_1_0,1998,12,18,0.1
A_0_1_0,1998,12,19,0.2
A_0_1_0,1998,12,20,0.4
A_0_1_0,1998,12,21,0.3
A_0_1_0,1998,12,22,0.4
A_0_1_0,1998,12,23,0.2
A_0_1_0,1998,12,24,0.4
A_0_1_0,1998,12,25,0
A_0_1_0,1998,12,26,0.2
A_0_1_0,1998,12,27,0.1
A_0_1_0,1998,12,28,0.1
A_0_1_0,1998,12,29,0.3
A_0_1_0,1998,12,30,0.4
A_0_1_0,1998,12,31,0.2
A_0_1_0,1999,1,1,0.3
A_0_1_0,1999,1,2,0.1
A_0_1_0,1999,1,3,0.1
A_0_1_0,1999,1,4,0.1
A_0_1_0,1999,1,5,0.4
A_0_1_0,1999,1,6,0.4
A_0_1_0,1999,1,7,0.3
A_0_1_0,1999,1,8,0
A_0_1_0,1999,1,9,0.4
A_0_1_0,1999,1,10,0.2
A_0_1_0,1999,1,11,0.5
A_0_1_0,1999,1,12,0.2
A_0_1_0,1999,1,13,0.3
A_0_1_0,1999,1,14,0.5
A_0_1_0,1999,1,15,0.1
A_0_1_0,1999,1,16,0.1
A_0_1_0,1999,1,17,0.3
A_0_1_0,1999,1,18,0.6
A_0_1_0,1999,1,19,0.1
A_0_1_0,1999,1,20,0.2
A_0_1_0,1999,1,21,0.2
A_0_1_0,1999,1,22,0.5
A_0_1_0,1999,1,23,0.2
A_0_1_0,1999,1,24,0.4
A_0_1_0,1999,1,25,0.1
A_0_1_0,1999,1,26,0.3
A_0_1_0,1999,1,27,0.4
A_0_1_0,1999,1,28,0.2
A_0_1_0,1999,1,29,0.5
A_0_1_0,1999,1,30,0.6
A_0_1_0,1999,1,31,0.6
A_0_1_0,1999,2,1,0.2
A_0_1_0,1999,2,2,0.3
A_0_1_0,1999,2,3,0.3
A_0_1_0,1999,2,4,0.5
A_0_1_0,1999,2,5,0.6
A_0_1_0,1999,2,6,0.5
A_0_1_0,1999,2,7,0.4
A_0_1_0,1999,2,8,0.6
A_0_1_0,1999,2,9,0.9
A_0_1_0,1999,2,10,0.8
A_0_1_0,1999,2,11,0.8
A_0_1_0,1999,2,12,0.8
A_0_1_0,1999,2,13,1
A_0_1_0,1999,2,14,0.8
A_0_1_0,1999,2,15,0.4
A_0_1_0,1999,2,16,1
A_0_1_0,1999,2,17,0.8
A_0_1_0,1999,2,18,0.4
A_0_1_0,1999,2,19,0.3
A_0_1_0,1999,2,20,0.9
A_0_1_0,1999,2,21,0.3
A_0_1_0,1999,2,22,0.6
A_0_1_0,1999,2,23,1
A_0_1_0,1999,2,24,0.8
A_0_1_0,1999,2,25,0.6
A_0_1_0,1999,2,26,0.3
A_0_1_0,1999,2,27,0.2
A_0_1_0,1999,2,28,1.4
A_0_1_0,1999,3,1,0.2
A_0_1_0,1999,3,2,0.2
A_0_1_0,1999,3,3,0.8
A_0_1_0,1999,3,4,0.4
