year,month,day,input - precipitation,input - evaporation,input - seepage,verhard kwel,verhard netto neerslag,verhard afstroming,verhard drainage,verhard storage upper bucket,gedraineerd boven kwel,gedraineerd boven netto neerslag,gedraineerd boven afstroming,gedraineerd boven drainage,gedraineerd boven storage upper bucket,stedelijk kwel,stedelijk netto neerslag,stedelijk afstroming,stedelijk drainage,stedelijk storage upper bucket,landelijk kwel,landelijk netto neerslag,landelijk afstroming,landelijk drainage,landelijk storage upper bucket,summary drained,summary indraft,summary totals,summary flow_off,summary hardened,summary undrained
1996,1,1,0.0,0.0,0.3,365.2389,0.0,0,0,0.0,1109.2395,0.0,0,-1165810.7145,647056.375,0.0,0.0,0,0,0.0,885.0543,0.0,-806284.4673,-20651.267,206512.67,1165810.7145,-0.0,1992746.4488,806284.4673,-0.0,20651.267
1996,1,2,0.0,0.2,0.3,365.2389,-243.4926,0,-36.52389,0.0,1109.2395,-554.61975,0,-324637.427,322973.56775,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-4130.2534,202677.4347,324637.427,-0.0,328804.20429,-0.0,-0.0,4166.77729
1996,1,3,0.0,0.3,0.3,365.2389,-365.2389,0,-69.395391,0.0,1109.2395,-831.929625,0,-162596.023375,160654.85425,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-4053.548694,198623.886006,162596.023375,-0.0,166718.96746,-0.0,-0.0,4122.944085
1996,1,4,0.0,0.2,0.3,365.2389,-243.4926,0,-98.9797419,0.0,1109.2395,-554.61975,0,-81436.666625,79772.807375,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-3972.47772012,194946.426386,81436.666625,-0.0,85508.124087,-0.0,-0.0,4071.45746202
1996,1,5,0.0,0.4,0.3,365.2389,-486.9852,0,-125.60565771,0.0,1109.2395,-1109.2395,0,-40995.6431875,38777.1641875,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3898.92852772,190752.479758,40995.6431875,-0.0,45020.1773729,-0.0,-0.0,4024.53418543
1996,1,6,1.6,0.2,0.3,365.2389,1704.4482,0,-149.568981939,1704.4482,1109.2395,5361.32425,0,-20497.8215938,24749.9063438,0.0,0.0,0,0,0.0,885.0543,4130.2534,0,-3815.04959516,191952.737863,20497.8215938,-0.0,24462.4401709,-0.0,-0.0,3964.6185771
1996,1,7,2.6,0.2,0.3,365.2389,2921.9112,-2191.4334,-171.135973745,2434.926,1109.2395,9058.78925,0,-13484.1926719,21433.7424219,0.0,0.0,0,0,0.0,885.0543,7080.4344,0,-3839.05475726,196079.171806,13484.1926719,-0.0,19685.8168029,-0.0,2191.4334,4010.19073101
1996,1,8,0.2,0.3,0.3,365.2389,-121.7463,0,-190.546266371,2313.1797,1109.2395,-92.436625,0,-11826.1107109,10624.4345859,0.0,-0.0,0,0,0.0,885.0543,-295.0181,0,-3921.58343611,192747.62457,11826.1107109,-0.0,15938.2404134,-0.0,-0.0,4112.12970249
1996,1,9,0.5,0.1,0.3,365.2389,486.9852,-365.2389,-208.015529734,2434.926,1109.2395,1571.422625,0,-6421.45679297,6883.63991797,0.0,0.0,0,0,0.0,885.0543,1180.0724,0,-3854.95249139,190957.798778,6421.45679297,-0.0,10849.6637141,-0.0,365.2389,4062.96802113
1996,1,10,0.7,0.1,0.3,365.2389,730.4778,-730.4778,-223.73786676,2434.926,1109.2395,2310.915625,0,-4551.05945898,5752.73558398,0.0,0.0,0,0,0.0,885.0543,1770.1086,0,-3819.15597556,189793.805703,4551.05945898,-0.0,9324.43110131,-0.0,730.4778,4042.89384232
1996,1,11,0.2,0.2,0.3,365.2389,0.0,0,-309.192600842,2434.926,1109.2395,184.87325,0,-3985.60729199,3061.24104199,0.0,0.0,0,0,0.0,885.0543,0.0,0,-3795.87611405,186882.983889,3985.60729199,-0.0,8090.67600689,-0.0,-0.0,4105.06871489
1996,1,12,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,1947.9408,1109.2395,-1109.2395,0,-2639.860021,421.381020996,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3737.65967777,182850.306111,2639.860021,-0.0,6742.75859877,-0.0,-0.0,4102.89857777
1996,1,13,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,1460.9556,1109.2395,-1109.2395,0,-1319.9300105,-898.548989502,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3657.00612222,178898.281889,1319.9300105,-0.0,5342.17503271,-0.0,-0.0,4022.24502222
1996,1,14,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,973.9704,1109.2395,-369.7465,0,-1109.2395,-1268.2954895,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3577.96563777,175025.298151,1109.2395,-0.0,5052.44403777,-0.0,-0.0,3943.20453777
1996,1,15,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,486.9852,1109.2395,-369.7465,0,-1109.2395,-1638.0419895,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3500.50596302,171229.774088,1109.2395,-0.0,4974.98436302,-0.0,-0.0,3865.74486302
1996,1,16,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,0.0,1109.2395,-369.7465,0,-1109.2395,-2007.7884895,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3424.59548176,167510.160506,1109.2395,-0.0,4899.07388176,-0.0,-0.0,3789.83438176
1996,1,17,0.0,0.2,0.3,365.2389,-243.4926,0,-365.2389,0.0,1109.2395,-184.87325,0,-1109.2395,-2192.6617395,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-3350.20321012,164454.975396,1109.2395,-0.0,4824.68161012,-0.0,-0.0,3715.44211012
1996,1,18,0.0,0.1,0.3,365.2389,-121.7463,0,-365.2389,0.0,1109.2395,-92.436625,0,-1109.2395,-2285.0983645,0.0,-0.0,0,0,0.0,885.0543,-295.0181,0,-3289.09950792,161755.912088,1109.2395,-0.0,4763.57790792,-0.0,-0.0,3654.33840792
1996,1,19,0.0,0.1,0.3,365.2389,-121.7463,0,-365.2389,0.0,1109.2395,-92.436625,0,-1109.2395,-2377.5349895,0.0,-0.0,0,0,0.0,885.0543,-295.0181,0,-3235.11824176,159110.830046,1109.2395,-0.0,4709.59664176,-0.0,-0.0,3600.35714176
1996,1,20,0.0,0.1,0.3,365.2389,-121.7463,0,-365.2389,0.0,1109.2395,-92.436625,0,-1109.2395,-2469.9716145,0.0,-0.0,0,0,0.0,885.0543,-295.0181,0,-3182.21660093,156518.649645,1109.2395,-0.0,4656.69500093,-0.0,-0.0,3547.45550093
1996,1,21,0.0,0.3,0.3,365.2389,-365.2389,0,-365.2389,0.0,1109.2395,-277.309875,0,-1109.2395,-2747.2814895,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-3130.37299291,153388.276652,1109.2395,-0.0,4604.85139291,-0.0,-0.0,3495.61189291
1996,1,22,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,0.0,1109.2395,-369.7465,0,-1109.2395,-3117.0279895,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3067.76553305,150025.493019,1109.2395,-0.0,4542.24393305,-0.0,-0.0,3433.00443305
1996,1,23,0.0,0.3,0.3,365.2389,-365.2389,0,-365.2389,0.0,1109.2395,-277.309875,0,-1109.2395,-3394.3378645,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-3000.50986039,147024.983159,1109.2395,-0.0,4474.98826039,-0.0,-0.0,3365.74876039
1996,1,24,0.0,0.3,0.3,365.2389,-365.2389,0,-365.2389,0.0,1109.2395,-277.309875,0,-1109.2395,-3671.6477395,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-2940.49966318,144084.483496,1109.2395,-0.0,4414.97806318,-0.0,-0.0,3305.73856318
1996,1,25,0.1,0.4,0.3,365.2389,-365.2389,0,-365.2389,0.0,1109.2395,0.0,0,-1109.2395,-3671.6477395,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-2881.68966992,141202.793826,1109.2395,-0.0,4356.16806992,-0.0,-0.0,3246.92856992
1996,1,26,0.5,0.1,0.3,365.2389,486.9852,0,-365.2389,486.9852,1109.2395,1756.295875,0,-1109.2395,-1915.3518645,0.0,0.0,0,0,0.0,885.0543,1180.0724,0,-2824.05587652,140443.864649,1109.2395,-0.0,4298.53427652,-0.0,-0.0,3189.29477652
1996,1,27,0.0,0.2,0.3,365.2389,-243.4926,0,-365.2389,243.4926,1109.2395,-184.87325,0,-1109.2395,-2100.2251145,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-2808.87729299,137930.005456,1109.2395,-0.0,4283.35569299,-0.0,-0.0,3174.11619299
1996,1,28,0.0,0.5,0.3,365.2389,-608.7315,0,-365.2389,0.0,1109.2395,-462.183125,0,-1109.2395,-2562.4082395,0.0,-0.0,0,0,0.0,885.0543,-1475.0905,0,-2758.60010913,134581.369147,1109.2395,-0.0,4233.07850913,-0.0,-0.0,3123.83900913
1996,1,29,0.0,0.5,0.3,365.2389,-608.7315,0,-365.2389,0.0,1109.2395,-462.183125,0,-1109.2395,-3024.5913645,0.0,-0.0,0,0,0.0,885.0543,-1475.0905,0,-2691.62738295,131299.705564,1109.2395,-0.0,4166.10578295,-0.0,-0.0,3056.86628295
1996,1,30,0.0,0.5,0.3,365.2389,-608.7315,0,-365.2389,0.0,1109.2395,-462.183125,0,-1109.2395,-3486.7744895,0.0,-0.0,0,0,0.0,885.0543,-1475.0905,0,-2625.99411129,128083.675253,1109.2395,-0.0,4100.47251129,-0.0,-0.0,2991.23301129
1996,1,31,0.0,0.6,0.3,365.2389,-730.4778,0,-365.2389,0.0,1109.2395,-554.61975,0,-1109.2395,-4041.3942395,0.0,-0.0,0,0,0.0,885.0543,-1770.1086,0,-2561.67350506,124636.947448,1109.2395,-0.0,4036.15190506,-0.0,-0.0,2926.91240506
1996,2,1,0.0,0.6,0.3,365.2389,-730.4778,0,-365.2389,0.0,1109.2395,-554.61975,0,-1109.2395,-4596.0139895,0.0,-0.0,0,0,0.0,885.0543,-1770.1086,0,-2492.73894896,121259.154199,1109.2395,-0.0,3967.21734896,-0.0,-0.0,2857.97784896
1996,2,2,0.0,0.2,0.3,365.2389,-243.4926,0,-365.2389,0.0,1109.2395,-184.87325,0,-1109.2395,-4780.8872395,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-2425.18308398,119128.989215,1109.2395,-0.0,3899.66148398,-0.0,-0.0,2790.42198398
1996,2,3,0.0,0.2,0.3,365.2389,-243.4926,0,-365.2389,0.0,1109.2395,-184.87325,0,-1109.2395,-4965.7604895,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-2382.5797843,117041.427531,1109.2395,-0.0,3857.0581843,-0.0,-0.0,2747.8186843
1996,2,4,0.0,0.5,0.3,365.2389,-608.7315,0,-365.2389,0.0,1109.2395,-462.183125,0,-1109.2395,-5427.9436145,0.0,-0.0,0,0,0.0,885.0543,-1475.0905,0,-2340.82855061,114110.56278,1109.2395,-0.0,3815.30695061,-0.0,-0.0,2706.06745061
1996,2,5,0.0,0.5,0.3,365.2389,-608.7315,0,-365.2389,0.0,1109.2395,-462.183125,0,-1109.2395,-5890.1267395,0.0,-0.0,0,0,0.0,885.0543,-1475.0905,0,-2282.2112556,111238.315325,1109.2395,-0.0,3756.6896556,-0.0,-0.0,2647.4501556
1996,2,6,0.0,0.6,0.3,365.2389,-730.4778,0,-365.2389,0.0,1109.2395,-554.61975,0,-1109.2395,-6444.7464895,0.0,-0.0,0,0,0.0,885.0543,-1770.1086,0,-2224.76630649,108128.494718,1109.2395,-0.0,3699.24470649,-0.0,-0.0,2590.00520649
1996,2,7,0.0,0.3,0.3,365.2389,-365.2389,0,-365.2389,0.0,1109.2395,-277.309875,0,-1109.2395,-6722.0563645,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-2162.56989436,105965.924824,1109.2395,-0.0,3637.04829436,-0.0,-0.0,2527.80879436
1996,2,8,0.0,0.3,0.3,365.2389,-365.2389,0,-365.2389,0.0,1109.2395,-277.309875,0,-1109.2395,-6999.3662395,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-2119.31849647,103846.606327,1109.2395,-0.0,3593.79689647,-0.0,-0.0,2484.55739647
1996,2,9,1.0,0.3,0.3,365.2389,852.2241,0,-365.2389,852.2241,1109.2395,3420.155125,0,-1109.2395,-3579.2111145,0.0,0.0,0,0,0.0,885.0543,2065.1267,0,-2076.93212654,104719.855201,1109.2395,-0.0,3551.41052654,-0.0,-0.0,2442.17102654
1996,2,10,2.5,0.3,0.3,365.2389,2678.4186,-1095.7167,-365.2389,2434.926,1109.2395,8966.352625,0,-1109.2395,5387.1415105,0.0,0.0,0,0,0.0,885.0543,6490.3982,0,-2094.39710401,110000.910597,1109.2395,-0.0,4664.59220401,-0.0,1095.7167,2459.63600401
1996,2,11,5.4,0.2,0.3,365.2389,6330.8076,-6330.8076,-365.2389,2434.926,1109.2395,19411.69125,0,-3802.81025525,22105.2620052,0.0,0.0,0,0,0.0,885.0543,15340.9412,0,-2200.01821193,124026.887885,3802.81025525,-0.0,12698.8749672,-0.0,6330.8076,2565.25711193
1996,2,12,14.9,0.2,0.3,365.2389,17896.7061,-17896.7061,-365.2389,2434.926,1109.2395,54537.60875,0,-12161.8705026,65590.2397526,0.0,0.0,0,0,0.0,885.0543,43367.6607,0,-2480.53775769,165799.065127,12161.8705026,-0.0,32904.3532603,-0.0,17896.7061,2845.77665769
1996,2,13,0.0,0.1,0.3,365.2389,-121.7463,0,-365.2389,2313.1797,1109.2395,-277.309875,0,-33904.3593763,32517.8100013,0.0,-0.0,0,0,0.0,885.0543,-295.0181,0,-3315.98130254,163073.120024,33904.3593763,-0.0,37585.5795789,-0.0,-0.0,3681.22020254
1996,2,14,0.0,0.1,0.3,365.2389,-121.7463,0,-365.2389,2191.4334,1109.2395,-277.309875,0,-17368.1445007,15981.5951257,0.0,-0.0,0,0,0.0,885.0543,-295.0181,0,-3261.46240049,160401.693824,17368.1445007,-0.0,20994.8458011,-0.0,-0.0,3626.70130049
1996,2,15,0.2,0.4,0.3,365.2389,-243.4926,0,-365.2389,1947.9408,1109.2395,-369.7465,0,-9100.03706283,7621.05106283,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-3208.03387648,157488.678048,9100.03706283,-0.0,12673.3098393,-0.0,-0.0,3573.27277648
1996,2,16,0.4,0.4,0.3,365.2389,0.0,0,-365.2389,1947.9408,1109.2395,369.7465,0,-4919.76503141,4180.27203141,0.0,0.0,0,0,0.0,885.0543,0.0,0,-3149.77356095,155223.958787,4919.76503141,-0.0,8434.77749236,-0.0,-0.0,3515.01246095
1996,2,17,11.8,0.8,0.3,365.2389,13392.093,-12905.1078,-365.2389,2434.926,1109.2395,41411.608,0,-3199.37551571,43501.7440157,0.0,0.0,0,0,0.0,885.0543,32451.991,0,-3104.47917573,185456.524911,3199.37551571,-0.0,19574.2013914,-0.0,12905.1078,3469.71807573
1996,2,18,4.4,0.6,0.3,365.2389,4626.3594,-4626.3594,-365.2389,2434.926,1109.2395,14604.98675,0,-22860.1115079,36355.8587579,0.0,0.0,0,0,0.0,885.0543,11210.6878,0,-3709.13049822,193843.136513,22860.1115079,-0.0,31560.8403061,-0.0,4626.3594,4074.36939822
1996,2,19,5.0,0.4,0.3,365.2389,5600.3298,-5600.3298,-365.2389,2434.926,1109.2395,17378.0855,0,-19287.1688789,35556.0148789,0.0,0.0,0,0,0.0,885.0543,13570.8326,0,-3876.86273025,204422.160682,19287.1688789,-0.0,29129.6003092,-0.0,5600.3298,4242.10163025
1996,2,20,0.0,0.3,0.3,365.2389,-365.2389,0,-365.2389,2069.6871,1109.2395,-831.929625,0,-18887.2469395,16946.0778145,0.0,-0.0,0,0,0.0,885.0543,-885.0543,0,-4088.44321365,200333.717469,18887.2469395,-0.0,23340.9290531,-0.0,-0.0,4453.68211365
1996,2,21,0.0,1.0,0.3,365.2389,-1217.463,0,-365.2389,852.2241,1109.2395,-2773.09875,0,-9582.27840723,5699.94015723,0.0,-0.0,0,0,0.0,885.0543,-2950.181,0,-4006.67434937,194261.916419,9582.27840723,-0.0,13954.1916566,-0.0,-0.0,4371.91324937
1996,2,22,0.0,1.0,0.3,365.2389,-1217.463,0,-365.2389,0.0,1109.2395,-2773.09875,0,-3959.20957862,76.8713286158,0.0,-0.0,0,0,0.0,885.0543,-2950.181,0,-3885.23832839,188311.551391,3959.20957862,-0.0,8209.686807,-0.0,-0.0,4250.47722839
1996,2,23,0.1,0.8,0.3,365.2389,-852.2241,0,-365.2389,0.0,1109.2395,-1848.7325,0,-1147.67516431,-1810.29683569,0.0,-0.0,0,0,0.0,885.0543,-2065.1267,0,-3766.23102782,183365.247963,1147.67516431,-0.0,5279.14509213,-0.0,-0.0,4131.46992782
1996,2,24,2.3,0.3,0.3,365.2389,2434.926,0,-365.2389,2434.926,1109.2395,8226.859625,0,-1109.2395,6416.56278931,0.0,0.0,0,0,0.0,885.0543,5900.362,0,-3667.30495926,186483.359304,1109.2395,-0.0,5141.78335926,-0.0,-0.0,4032.54385926
1996,2,25,3.6,0.3,0.3,365.2389,4017.6279,-4017.6279,-365.2389,2434.926,1109.2395,12478.944375,0,-4317.52089465,15687.2257697,0.0,0.0,0,0,0.0,885.0543,9735.5973,0,-3729.66718608,193374.343718,4317.52089465,-0.0,12430.0548807,-0.0,4017.6279,4094.90608608
1996,2,26,0.0,0.5,0.3,365.2389,-608.7315,0,-365.2389,1826.1945,1109.2395,-1386.549375,0,-8952.85238483,6457.06350983,0.0,-0.0,0,0,0.0,885.0543,-1475.0905,0,-3867.48687436,188916.820643,8952.85238483,-0.0,13185.5781592,-0.0,-0.0,4232.72577436
1996,2,27,0.4,0.8,0.3,365.2389,-486.9852,0,-365.2389,1339.2093,1109.2395,-739.493,0,-4337.77125491,2489.03875491,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3778.33641287,184843.466131,4337.77125491,-0.0,8481.34656778,-0.0,-0.0,4143.57531287
1996,2,28,0.0,0.9,0.3,365.2389,-1095.7167,0,-365.2389,243.4926,1109.2395,-2495.788875,0,-2353.75887746,-1251.26949754,0.0,-0.0,0,0,0.0,885.0543,-2655.1629,0,-3696.86932261,179376.488208,2353.75887746,-0.0,6415.86710007,-0.0,-0.0,4062.10822261
1996,2,29,0.1,0.9,0.3,365.2389,-973.9704,0,-365.2389,0.0,1109.2395,-462.183125,0,-1109.2395,-1713.45262254,0.0,-0.0,0,0,0.0,885.0543,-2360.1448,0,-3587.52976416,174313.867944,1109.2395,-0.0,5062.00816416,-0.0,-0.0,3952.76866416
1996,3,1,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,0.0,1109.2395,-369.7465,0,-1109.2395,-2083.19912254,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3486.27735888,170532.572485,1109.2395,-0.0,4960.75575888,-0.0,-0.0,3851.51625888
1996,3,2,2.2,0.7,0.3,365.2389,1826.1945,0,-365.2389,1826.1945,1109.2395,7487.366625,0,-1109.2395,5404.16750246,0.0,0.0,0,0,0.0,885.0543,4425.2715,0,-3410.6514497,172432.246835,1109.2395,-0.0,4885.1298497,-0.0,-0.0,3775.8903497
1996,3,3,0.0,0.8,0.3,365.2389,-973.9704,0,-365.2389,852.2241,1109.2395,-2218.479,0,-3811.32325123,483.604751228,0.0,-0.0,0,0,0.0,885.0543,-2360.1448,0,-3448.6449367,167508.511399,3811.32325123,-0.0,7625.20708793,-0.0,-0.0,3813.8838367
1996,3,4,2.8,0.3,0.3,365.2389,3043.6575,-1460.9556,-365.2389,2434.926,1109.2395,9520.972375,0,-1351.04187561,9762.77475061,0.0,0.0,0,0,0.0,885.0543,7375.4525,0,-3350.17022797,172418.847971,1351.04187561,-0.0,6527.40660358,-0.0,1460.9556,3715.40912797
1996,3,5,0.5,0.3,0.3,365.2389,243.4926,-243.4926,-365.2389,2434.926,1109.2395,1016.802875,0,-5990.62687531,5898.19025031,0.0,0.0,0,0,0.0,885.0543,590.0362,0,-3448.37695941,170445.561511,5990.62687531,-0.0,10047.7353347,-0.0,243.4926,3813.61585941
1996,3,6,0.6,0.5,0.3,365.2389,121.7463,-121.7463,-365.2389,2434.926,1109.2395,831.929625,0,-4058.33462515,3781.02475015,0.0,0.0,0,0,0.0,885.0543,295.0181,0,-3408.91123022,168216.722681,4058.33462515,-0.0,7954.23105538,-0.0,121.7463,3774.15013022
1996,3,7,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,1947.9408,1109.2395,-1109.2395,0,-2999.75187508,781.272875077,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-3364.33445362,164557.370127,2999.75187508,-0.0,6729.3252287,-0.0,-0.0,3729.57335362
1996,3,8,0.0,1.4,0.3,365.2389,-1704.4482,0,-365.2389,243.4926,1109.2395,-3882.33825,0,-1499.87593754,-3491.70181246,0.0,-0.0,0,0,0.0,885.0543,-4130.2534,0,-3291.14740255,158021.023625,1499.87593754,-0.0,5156.26224008,-0.0,-0.0,3656.38630255
1996,3,9,0.0,1.5,0.3,365.2389,-1826.1945,0,-365.2389,0.0,1109.2395,-1386.549375,0,-1109.2395,-4878.25118746,0.0,-0.0,0,0,0.0,885.0543,-4425.2715,0,-3160.42047249,151320.385952,1109.2395,-0.0,4634.89887249,-0.0,-0.0,3525.65937249
1996,3,10,0.0,1.5,0.3,365.2389,-1826.1945,0,-365.2389,0.0,1109.2395,-1386.549375,0,-1109.2395,-6264.80056246,0.0,-0.0,0,0,0.0,885.0543,-4425.2715,0,-3026.40771905,144753.761033,1109.2395,-0.0,4500.88611905,-0.0,-0.0,3391.64661905
1996,3,11,0.0,1.0,0.3,365.2389,-1217.463,0,-365.2389,0.0,1109.2395,-924.36625,0,-1109.2395,-7189.16681246,0.0,-0.0,0,0,0.0,885.0543,-2950.181,0,-2895.07522066,139793.559113,1109.2395,-0.0,4369.55362066,-0.0,-0.0,3260.31412066
1996,3,12,0.0,1.3,0.3,365.2389,-1582.7019,0,-365.2389,0.0,1109.2395,-1201.676125,0,-1109.2395,-8390.84293746,0.0,-0.0,0,0,0.0,885.0543,-3835.2353,0,-2795.87118225,134047.50693,1109.2395,-0.0,4270.34958225,-0.0,-0.0,3161.11008225
1996,3,13,0.0,1.3,0.3,365.2389,-1582.7019,0,-365.2389,0.0,1109.2395,-1201.676125,0,-1109.2395,-9592.51906246,0.0,-0.0,0,0,0.0,885.0543,-3835.2353,0,-2680.95013861,128416.375792,1109.2395,-0.0,4155.42853861,-0.0,-0.0,3046.18903861
1996,3,14,0.0,1.4,0.3,365.2389,-1704.4482,0,-365.2389,0.0,1109.2395,-1294.11275,0,-1109.2395,-10886.6318125,0.0,-0.0,0,0,0.0,885.0543,-4130.2534,0,-2568.32751583,122602.849176,1109.2395,-0.0,4042.80591583,-0.0,-0.0,2933.56641583
1996,3,15,0.0,1.5,0.3,365.2389,-1826.1945,0,-365.2389,0.0,1109.2395,-1386.549375,0,-1109.2395,-12273.1811875,0.0,-0.0,0,0,0.0,885.0543,-4425.2715,0,-2452.05698352,116610.574992,1109.2395,-0.0,3926.53538352,-0.0,-0.0,2817.29588352
1996,3,16,0.0,0.6,0.3,365.2389,-730.4778,0,-365.2389,0.0,1109.2395,-554.61975,0,-1109.2395,-12827.8009375,0.0,-0.0,0,0,0.0,885.0543,-1770.1086,0,-2332.21149985,113393.309192,1109.2395,-0.0,3806.68989985,-0.0,-0.0,2697.45039985
1996,3,17,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,0.0,1109.2395,-369.7465,0,-1109.2395,-13197.5474375,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-2267.86618385,110830.424909,1109.2395,-0.0,3742.34458385,-0.0,-0.0,2633.10508385
1996,3,18,0.0,0.6,0.3,365.2389,-730.4778,0,-365.2389,0.0,1109.2395,-554.61975,0,-1109.2395,-13752.1671875,0.0,-0.0,0,0,0.0,885.0543,-1770.1086,0,-2216.60849817,107728.76211,1109.2395,-0.0,3691.08689817,-0.0,-0.0,2581.84739817
1996,3,19,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,0.0,1109.2395,-369.7465,0,-1109.2395,-14121.9136875,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-2154.57524221,105279.168768,1109.2395,-0.0,3629.05364221,-0.0,-0.0,2519.81414221
1996,3,20,0.0,1.5,0.3,365.2389,-1826.1945,0,-365.2389,0.0,1109.2395,-1386.549375,0,-1109.2395,-15508.4630625,0.0,-0.0,0,0,0.0,885.0543,-4425.2715,0,-2105.58337537,99633.3681929,1109.2395,-0.0,3580.06177537,-0.0,-0.0,2470.82227537
1996,3,21,1.4,0.9,0.3,365.2389,608.7315,0,-365.2389,608.7315,1109.2395,4344.521375,0,-1109.2395,-11163.9416875,0.0,0.0,0,0,0.0,885.0543,1475.0905,0,-1992.66736386,100000.845629,1109.2395,-0.0,3467.14576386,-0.0,-0.0,2357.90626386
1996,3,22,0.2,0.4,0.3,365.2389,-243.4926,0,-365.2389,365.2389,1109.2395,369.7465,0,-1109.2395,-10794.1951875,0.0,-0.0,0,0,0.0,885.0543,-590.0362,0,-2000.01691258,98295.8468165,1109.2395,-0.0,3474.49531258,-0.0,-0.0,2365.25581258
1996,3,23,0.3,0.4,0.3,365.2389,-121.7463,0,-365.2389,243.4926,1109.2395,739.493,0,-1109.2395,-10054.7021875,0.0,-0.0,0,0,0.0,885.0543,-295.0181,0,-1965.91693633,96919.9660801,1109.2395,-0.0,3440.39533633,-0.0,-0.0,2331.15583633
1996,3,24,0.0,0.6,0.3,365.2389,-730.4778,0,-365.2389,0.0,1109.2395,-554.61975,0,-1109.2395,-10609.3219375,0.0,-0.0,0,0,0.0,885.0543,-1770.1086,0,-1938.3993216,94096.5124585,1109.2395,-0.0,3412.8777216,-0.0,-0.0,2303.6382216
1996,3,25,0.0,1.9,0.3,365.2389,-2313.1797,0,-365.2389,0.0,1109.2395,-1756.295875,0,-1109.2395,-12365.6178125,0.0,-0.0,0,0,0.0,885.0543,-5605.3439,0,-1881.93024917,87494.2926094,1109.2395,-0.0,3356.40864917,-0.0,-0.0,2247.16914917
1996,3,26,0.0,0.4,0.3,365.2389,-486.9852,0,-365.2389,0.0,1109.2395,-369.7465,0,-1109.2395,-12735.3643125,0.0,-0.0,0,0,0.0,885.0543,-1180.0724,0,-1749.88585219,85449.3886572,1109.2395,-0.0,3224.36425219,-0.0,-0.0,2115.12475219
1996,3,27,0.0,2.1,0.3,365.2389,-2556.6723,0,-365.2389,0.0,1109.2395,-1941.169125,0,-1109.2395,-14676.5334375,0.0,-0.0,0,0,0.0,885.0543,-6195.3801,0,-1708.98777314,78430.075084,1109.2395,-0.0,3183.46617314,-0.0,-0.0,2074.22667314
1996,3,28,2.5,1.2,0.3,365.2389,1582.7019,0,-365.2389,1582.7019,1109.2395,8134.423,0,-1109.2395,-6542.11043746,0.0,0.0,0,0,0.0,885.0543,3835.2353,0,-1568.60150168,81581.7631823,1109.2395,-0.0,3043.07990168,-0.0,-0.0,1933.84040168
1996,3,29,0.7,1.2,0.3,365.2389,-608.7315,0,-365.2389,973.9704,1109.2395,1478.986,0,-1109.2395,-5063.12443746,0.0,-0.0,0,0,0.0,885.0543,-1475.0905,0,-1631.63526365,79360.0917187,1109.2395,-0.0,3106.11366365,-0.0,-0.0,1996.87416365
1996,3,30,0.9,1.7,0.3,365.2389,-973.9704,0,-365.2389,3.41060513165e-13,1109.2395,1756.295875,0,-1109.2395,-3306.82856246,0.0,-0.0,0,0,0.0,885.0543,-2360.1448,0,-1587.20183437,76297.7993843,1109.2395,-0.0,3061.68023437,-0.0,-0.0,1952.44073437
