bakje,jaar,maand,dag,berging,afstroming,netto drainage,kwel,netto neerslag
gedraineerd boven,1998,7,1,-5709.196456,0.000000,2706.046794,1109.239500,-9705.845625
gedraineerd boven,1998,7,2,-7650.365581,0.000000,2706.228157,1109.239500,-1941.169125
gedraineerd boven,1998,7,3,-9406.661456,0.000000,2702.412689,1109.239500,-1756.295875
gedraineerd boven,1998,7,4,-10793.210831,0.000000,2698.601037,1109.239500,-1386.549375
gedraineerd boven,1998,7,5,-8574.731831,0.000000,2694.793196,1109.239500,2218.479000
gedraineerd boven,1998,7,6,-10885.647456,0.000000,2690.989163,1109.239500,-2310.915625
gedraineerd boven,1998,7,7,-7557.928956,0.000000,2687.188935,1109.239500,3327.718500
gedraineerd boven,1998,7,8,-7557.928956,0.000000,2683.392506,1109.239500,0.000000
gedraineerd boven,1998,7,9,-8204.985331,0.000000,2679.599874,1109.239500,-647.056375
gedraineerd boven,1998,7,10,-4692.393581,0.000000,2675.811035,1109.239500,3512.591750
gedraineerd boven,1998,7,11,8895.790294,0.000000,2672.025984,1109.239500,13588.183875
gedraineerd boven,1998,7,12,34397.361647,0.000000,2668.244719,1109.239500,29949.466500
gedraineerd boven,1998,7,13,10450.807199,0.000000,2668.915130,1109.239500,-6747.873625
gedraineerd boven,1998,7,14,5595.150099,0.000000,2682.335656,1109.239500,369.746500
gedraineerd boven,1998,7,15,4368.997675,0.000000,2683.769485,1109.239500,1571.422625
gedraineerd boven,1998,7,16,3663.484837,0.000000,2682.774051,1109.239500,1478.986000
gedraineerd boven,1998,7,17,26604.757919,0.000000,2681.166536,1109.239500,24773.015500
gedraineerd boven,1998,7,18,3596.533334,0.000000,2679.207872,1109.239500,-9705.845625
gedraineerd boven,1998,7,19,-9016.818458,0.000000,2688.721804,1109.239500,-10815.085125
gedraineerd boven,1998,7,20,-8369.762083,0.000000,2686.722109,1109.239500,647.056375
gedraineerd boven,1998,7,21,-10310.931208,0.000000,2682.926148,1109.239500,-1941.169125
gedraineerd boven,1998,7,22,-13453.776458,0.000000,2679.133982,1109.239500,-3142.845250
gedraineerd boven,1998,7,23,-16319.311833,0.000000,2675.345608,1109.239500,-2865.535375
gedraineerd boven,1998,7,24,-20109.213458,0.000000,2671.561023,1109.239500,-3789.901625
gedraineerd boven,1998,7,25,-24176.424958,0.000000,2667.780223,1109.239500,-4067.211500
gedraineerd boven,1998,7,26,-27596.580083,0.000000,2664.003203,1109.239500,-3420.155125
gedraineerd boven,1998,7,27,-14563.015958,0.000000,2660.229960,1109.239500,13033.564125
gedraineerd boven,1998,7,28,-14932.762458,0.000000,2656.460491,1109.239500,-369.746500
gedraineerd boven,1998,7,29,411.717292,0.000000,2652.694791,1109.239500,15344.479750
gedraineerd boven,1998,7,30,39214.114396,0.000000,2648.932857,1109.239500,39008.255750
gedraineerd boven,1998,7,31,13875.986448,0.000000,2645.380543,1109.239500,-5731.070750
gedraineerd boven,1998,8,1,13131.247099,0.000000,2661.232980,1109.239500,6193.253875
gedraineerd boven,1998,8,2,-644.433200,0.000000,2664.400501,1109.239500,-7210.056750
gedraineerd boven,1998,8,3,17195.835425,0.000000,2667.192484,1109.239500,17840.268625
gedraineerd boven,1998,8,4,-1662.547663,0.000000,2663.416052,1109.239500,-10260.465375
gedraineerd boven,1998,8,5,-3233.970288,0.000000,2668.241315,1109.239500,-1571.422625
gedraineerd boven,1998,8,6,-7116.308538,0.000000,2664.463834,1109.239500,-3882.338250
gedraineerd boven,1998,8,7,-10906.210163,0.000000,2660.690130,1109.239500,-3789.901625
gedraineerd boven,1998,8,8,-14973.421663,0.000000,2656.920201,1109.239500,-4067.211500
gedraineerd boven,1998,8,9,-18763.323288,0.000000,2653.154041,1109.239500,-3789.901625
gedraineerd boven,1998,8,10,-22830.534788,0.000000,2649.391648,1109.239500,-4067.211500
gedraineerd boven,1998,8,11,-26620.436413,0.000000,2645.633016,1109.239500,-3789.901625
gedraineerd boven,1998,8,12,-29763.281663,0.000000,2641.878144,1109.239500,-3142.845250
gedraineerd boven,1998,8,13,-32351.507163,0.000000,2638.127026,1109.239500,-2588.225500
gedraineerd boven,1998,8,14,-34847.296038,0.000000,2634.379660,1109.239500,-2495.788875
gedraineerd boven,1998,8,15,-36418.718663,0.000000,2630.636041,1109.239500,-1571.422625
gedraineerd boven,1998,8,16,-39376.690663,0.000000,2626.896165,1109.239500,-2957.972000
gedraineerd boven,1998,8,17,-29208.661913,0.000000,2623.160029,1109.239500,10168.028750
gedraineerd boven,1998,8,18,-32259.070538,0.000000,2619.427630,1109.239500,-3050.408625
gedraineerd boven,1998,8,19,-35217.042538,0.000000,2615.698963,1109.239500,-2957.972000
gedraineerd boven,1998,8,20,-2217.167413,0.000000,2611.974024,1109.239500,32999.875125
gedraineerd boven,1998,8,21,23295.341087,0.000000,2608.252811,1109.239500,25512.508500
gedraineerd boven,1998,8,22,8504.825294,0.000000,2604.535318,1109.239500,-3142.845250
gedraineerd boven,1998,8,23,89941.164022,0.000000,2612.469214,1109.239500,85688.751375
gedraineerd boven,1998,8,24,45894.948261,0.000000,2612.999918,1109.239500,924.366250
gedraineerd boven,1998,8,25,24796.206630,0.000000,2654.248261,1109.239500,1848.732500
gedraineerd boven,1998,8,26,65641.599315,0.000000,2673.432247,1109.239500,53243.496000
gedraineerd boven,1998,8,27,34299.785658,0.000000,2682.047679,1109.239500,1478.986000
gedraineerd boven,1998,8,28,14654.103954,0.000000,2711.077191,1109.239500,-2495.788875
gedraineerd boven,1998,8,29,17402.644102,0.000000,2724.406767,1109.239500,10075.592125
gedraineerd boven,1998,8,30,3987.054176,0.000000,2727.900173,1109.239500,-4714.267875
gedraineerd boven,1998,8,31,-4661.909912,0.000000,2732.764355,1109.239500,-6655.437000
gedraineerd boven,1998,9,1,17430.443463,0.000000,2730.915879,1109.239500,22092.353375
gedraineerd boven,1998,9,2,37278.138856,0.000000,2727.075723,1109.239500,28562.917125
gedraineerd boven,1998,9,3,82790.087178,0.000000,2731.954630,1109.239500,64151.017750
gedraineerd boven,1998,9,4,56554.650089,0.000000,2746.752505,1109.239500,15159.606500
gedraineerd boven,1998,9,5,72092.285295,0.000000,2784.291557,1109.239500,43814.960250
gedraineerd boven,1998,9,6,34289.846772,0.000000,2808.675351,1109.239500,-1756.295875
gedraineerd boven,1998,9,7,15573.500761,0.000000,2840.803578,1109.239500,-1571.422625
gedraineerd boven,1998,9,8,18416.962256,0.000000,2853.998459,1109.239500,10630.211875
gedraineerd boven,1998,9,9,28065.552628,0.000000,2857.821971,1109.239500,18857.071500
gedraineerd boven,1998,9,10,11814.297314,0.000000,2863.063391,1109.239500,-2218.479000
gedraineerd boven,1998,9,11,22360.867907,0.000000,2873.123864,1109.239500,16453.719250
gedraineerd boven,1998,9,12,17281.251203,0.000000,2875.048649,1109.239500,6100.817250
gedraineerd boven,1998,9,13,63917.727352,0.000000,2882.244795,1109.239500,55277.101750
gedraineerd boven,1998,9,14,181706.196176,0.000000,2886.893937,1109.239500,149747.332500
gedraineerd boven,1998,9,15,100743.816963,0.000000,2914.856667,1109.239500,9890.718875
gedraineerd boven,1998,9,16,89195.290981,0.000000,3001.685669,1109.239500,38823.382500
gedraineerd boven,1998,9,17,43395.969366,0.000000,3047.946652,1109.239500,-1201.676125
gedraineerd boven,1998,9,18,31496.266933,0.000000,3088.387111,1109.239500,9798.282250
gedraineerd boven,1998,9,19,9647.316216,0.000000,3105.887469,1109.239500,-6100.817250
gedraineerd boven,1998,9,20,386.700108,0.000000,3117.420476,1109.239500,-4436.958000
gedraineerd boven,1998,9,21,-6462.086946,0.000000,3118.017474,1109.239500,-6655.437000
gedraineerd boven,1998,9,22,-8495.692696,0.000000,3113.983567,1109.239500,-2033.605750
gedraineerd boven,1998,9,23,-10529.298446,0.000000,3109.760344,1109.239500,-2033.605750
gedraineerd boven,1998,9,24,-12562.904196,0.000000,3105.541344,1109.239500,-2033.605750
gedraineerd boven,1998,9,25,-14411.636696,0.000000,3101.326563,1109.239500,-1848.732500
gedraineerd boven,1998,9,26,-7941.072946,0.000000,3097.115997,1109.239500,6470.563750
gedraineerd boven,1998,9,27,-9697.368821,0.000000,3092.909642,1109.239500,-1756.295875
gedraineerd boven,1998,9,28,-10714.171696,0.000000,3088.707493,1109.239500,-1016.802875
gedraineerd boven,1998,9,29,-8957.875821,0.000000,3084.509546,1109.239500,1756.295875
gedraineerd boven,1998,9,30,932.843054,0.000000,3080.315797,1109.239500,9890.718875
gedraineerd boven,1998,10,1,96.675027,0.000000,3076.126241,1109.239500,-369.746500
gedraineerd boven,1998,10,2,-1892.831611,0.000000,3072.407297,1109.239500,-1941.169125
gedraineerd boven,1998,10,3,7535.704139,0.000000,3068.273988,1109.239500,9428.535750
gedraineerd boven,1998,10,4,2473.739319,0.000000,3064.096474,1109.239500,-1294.112750
gedraineerd boven,1998,10,5,5211.644535,0.000000,3063.690990,1109.239500,3974.774875
gedraineerd boven,1998,10,6,22202.386767,0.000000,3060.754930,1109.239500,19596.564500
gedraineerd boven,1998,10,7,72663.985634,0.000000,3059.190757,1109.239500,61562.792250
gedraineerd boven,1998,10,8,49827.740067,0.000000,3066.123521,1109.239500,13495.747250
gedraineerd boven,1998,10,9,55140.646408,0.000000,3098.280150,1109.239500,30226.776375
gedraineerd boven,1998,10,10,57150.043204,0.000000,3118.986501,1109.239500,29579.720000
gedraineerd boven,1998,10,11,81448.771102,0.000000,3142.328598,1109.239500,52873.749500
gedraineerd boven,1998,10,12,46732.766176,0.000000,3166.652051,1109.239500,6008.380625
gedraineerd boven,1998,10,13,35383.144338,0.000000,3203.100545,1109.239500,12016.761250
gedraineerd boven,1998,10,14,22405.840044,0.000000,3222.154589,1109.239500,4714.267875
gedraineerd boven,1998,10,15,8152.511397,0.000000,3235.514767,1109.239500,-3050.408625
gedraineerd boven,1998,10,16,1303.156949,0.000000,3242.372932,1109.239500,-2773.098750
gedraineerd boven,1998,10,17,32819.523974,0.000000,3242.097576,1109.239500,32167.945500
gedraineerd boven,1998,10,18,13636.663237,0.000000,3238.397817,1109.239500,-2773.098750
gedraineerd boven,1998,10,19,10977.979744,0.000000,3250.459942,1109.239500,4159.648125
gedraineerd boven,1998,10,20,5119.243372,0.000000,3252.918574,1109.239500,-369.746500
gedraineerd boven,1998,10,21,11988.157436,0.000000,3254.045406,1109.239500,9428.535750
gedraineerd boven,1998,10,22,12741.952343,0.000000,3252.241742,1109.239500,6747.873625
gedraineerd boven,1998,10,23,23564.188421,0.000000,3253.874340,1109.239500,17193.212250
gedraineerd boven,1998,10,24,129453.917836,0.000000,3255.882202,1109.239500,117671.823625
gedraineerd boven,1998,10,25,78500.016043,0.000000,3263.299175,1109.239500,13773.057125
gedraineerd boven,1998,10,26,88980.912271,0.000000,3323.653595,1109.239500,49730.904250
gedraineerd boven,1998,10,27,138313.630511,0.000000,3358.470710,1109.239500,93823.174375
gedraineerd boven,1998,10,28,78308.041130,0.000000,3398.493456,1109.239500,9151.225875
gedraineerd boven,1998,10,29,76683.290315,0.000000,3463.142538,1109.239500,37529.269750
gedraineerd boven,1998,10,30,53593.688283,0.000000,3497.724177,1109.239500,15252.043125
gedraineerd boven,1998,10,31,69317.691641,0.000000,3531.458858,1109.239500,42520.847500
gedraineerd boven,1998,11,1,40112.606696,0.000000,3553.615004,1109.239500,5453.760875
gedraineerd boven,1998,11,2,58879.685848,0.000000,3583.610995,1109.239500,38823.382500
gedraineerd boven,1998,11,3,76027.901924,0.000000,3598.974448,1109.239500,46588.059000
gedraineerd boven,1998,11,4,62047.473462,0.000000,3623.706077,1109.239500,24033.522500
gedraineerd boven,1998,11,5,39897.652731,0.000000,3656.987082,1109.239500,8873.916000
gedraineerd boven,1998,11,6,22537.051865,0.000000,3683.244593,1109.239500,2588.225500
gedraineerd boven,1998,11,7,9881.976558,0.000000,3698.400935,1109.239500,-1386.549375
gedraineerd boven,1998,11,8,70848.301904,0.000000,3704.861820,1109.239500,65907.313625
gedraineerd boven,1998,11,9,35701.460827,0.000000,3704.988707,1109.239500,277.309875
gedraineerd boven,1998,11,10,45859.027788,0.000000,3735.598630,1109.239500,28008.297375
gedraineerd boven,1998,11,11,21358.091269,0.000000,3748.604522,1109.239500,-1571.422625
gedraineerd boven,1998,11,12,21124.384260,0.000000,3766.676192,1109.239500,10445.338625
gedraineerd boven,1998,11,13,26276.418380,0.000000,3772.479322,1109.239500,15714.226250
gedraineerd boven,1998,11,14,13970.138815,0.000000,3778.159796,1109.239500,831.929625
gedraineerd boven,1998,11,15,10867.407657,0.000000,3786.410605,1109.239500,3882.338250
gedraineerd boven,1998,11,16,3769.844579,0.000000,3788.500025,1109.239500,-1663.859250
gedraineerd boven,1998,11,17,1515.175789,0.000000,3789.035989,1109.239500,-369.746500
gedraineerd boven,1998,11,18,3253.376770,0.000000,3786.022636,1109.239500,2495.788875
gedraineerd boven,1998,11,19,517.448885,0.000000,3781.884962,1109.239500,-1109.239500
gedraineerd boven,1998,11,20,-1682.444683,0.000000,3778.620526,1109.239500,-1941.169125
gedraineerd boven,1998,11,21,-2237.064433,0.000000,3773.991390,1109.239500,-554.619750
gedraineerd boven,1998,11,22,-2699.247558,0.000000,3769.108159,1109.239500,-462.183125
gedraineerd boven,1998,11,23,-3161.430683,0.000000,3764.229811,1109.239500,-462.183125
gedraineerd boven,1998,11,24,-2606.810933,0.000000,3759.356342,1109.239500,554.619750
gedraineerd boven,1998,11,25,-2791.684183,0.000000,3754.487746,1109.239500,-184.873250
gedraineerd boven,1998,11,26,19300.669192,0.000000,3749.624019,1109.239500,22092.353375
gedraineerd boven,1998,11,27,11036.883971,0.000000,3744.765155,1109.239500,1386.549375
gedraineerd boven,1998,11,28,34543.542236,0.000000,3749.561485,1109.239500,29025.100250
gedraineerd boven,1998,11,29,28086.856243,0.000000,3750.221126,1109.239500,10815.085125
gedraineerd boven,1998,11,30,14135.864746,0.000000,3762.633437,1109.239500,92.436625
gedraineerd boven,1998,12,1,6513.312623,0.000000,3771.804992,1109.239500,-554.619750
gedraineerd boven,1998,12,2,2979.346437,0.000000,3773.991880,1109.239500,-277.309875
gedraineerd boven,1998,12,3,4170.335343,0.000000,3772.365305,1109.239500,2680.662125
gedraineerd boven,1998,12,4,12345.633047,0.000000,3768.973373,1109.239500,10260.465375
gedraineerd boven,1998,12,5,9777.844898,0.000000,3766.180328,1109.239500,3605.028375
gedraineerd boven,1998,12,6,9695.626949,0.000000,3767.477725,1109.239500,4806.704500
gedraineerd boven,1998,12,7,4385.630350,0.000000,3767.489930,1109.239500,-462.183125
gedraineerd boven,1998,12,8,20402.830300,0.000000,3767.461014,1109.239500,18210.015125
gedraineerd boven,1998,12,9,24344.218775,0.000000,3764.777129,1109.239500,14142.803625
gedraineerd boven,1998,12,10,13743.532012,0.000000,3770.104527,1109.239500,1571.422625
gedraineerd boven,1998,12,11,11401.160631,0.000000,3777.397293,1109.239500,4529.394625
gedraineerd boven,1998,12,12,55246.611316,0.000000,3779.382422,1109.239500,49546.031000
gedraineerd boven,1998,12,13,36866.968158,0.000000,3780.194380,1109.239500,9243.662500
gedraineerd boven,1998,12,14,23979.681579,0.000000,3802.928252,1109.239500,5546.197500
gedraineerd boven,1998,12,15,84922.337914,0.000000,3816.449568,1109.239500,72932.497125
gedraineerd boven,1998,12,16,41351.929457,0.000000,3823.513720,1109.239500,-1109.239500
gedraineerd boven,1998,12,17,24743.176229,0.000000,3861.042136,1109.239500,4067.211500
gedraineerd boven,1998,12,18,25405.152239,0.000000,3876.747819,1109.239500,13033.564125
gedraineerd boven,1998,12,19,23240.351370,0.000000,3884.133420,1109.239500,10537.775250
gedraineerd boven,1998,12,20,12359.668685,0.000000,3891.842623,1109.239500,739.493000
gedraineerd boven,1998,12,21,6457.144217,0.000000,3898.461716,1109.239500,277.309875
gedraineerd boven,1998,12,22,5077.304609,0.000000,3899.633850,1109.239500,1848.732500
gedraineerd boven,1998,12,23,16773.892554,0.000000,3897.853548,1109.239500,14235.240250
gedraineerd boven,1998,12,24,10235.678777,0.000000,3895.385108,1109.239500,1848.732500
gedraineerd boven,1998,12,25,35067.305889,0.000000,3898.767429,1109.239500,29949.466500
gedraineerd boven,1998,12,26,39903.316194,0.000000,3898.877262,1109.239500,22369.663250
gedraineerd boven,1998,12,27,41859.138222,0.000000,3911.402798,1109.239500,21907.480125
gedraineerd boven,1998,12,28,24349.724236,0.000000,3926.333814,1109.239500,3420.155125
gedraineerd boven,1998,12,29,11342.932493,0.000000,3942.227809,1109.239500,-831.929625
gedraineerd boven,1998,12,30,4562.226747,0.000000,3949.351204,1109.239500,-1109.239500
gedraineerd boven,1998,12,31,1726.493623,0.000000,3949.964080,1109.239500,-554.619750
gedraineerd boven,1999,1,1,31.317187,0.000000,3947.185990,1109.239500,-831.929625
gedraineerd boven,1999,1,2,27839.082718,0.000000,3942.992811,1109.239500,27823.424125
gedraineerd boven,1999,1,3,52835.360484,0.000000,3937.956237,1109.239500,38915.819125
gedraineerd boven,1999,1,4,33905.046867,0.000000,3946.828583,1109.239500,7487.366625
gedraineerd boven,1999,1,5,15843.283934,0.000000,3968.190195,1109.239500,-1109.239500
gedraineerd boven,1999,1,6,8661.134967,0.000000,3980.065289,1109.239500,739.493000
gedraineerd boven,1999,1,7,14591.032858,0.000000,3982.897626,1109.239500,10260.465375
gedraineerd boven,1999,1,8,15429.939429,0.000000,3982.136056,1109.239500,8134.423000
gedraineerd boven,1999,1,9,6605.730215,0.000000,3984.340197,1109.239500,-1109.239500
gedraineerd boven,1999,1,10,2748.245357,0.000000,3986.961587,1109.239500,-554.619750
gedraineerd boven,1999,1,11,7752.249804,0.000000,3985.168251,1109.239500,6378.127125
gedraineerd boven,1999,1,12,40665.901652,0.000000,3981.447966,1109.239500,36789.776750
gedraineerd boven,1999,1,13,28374.937201,0.000000,3980.233404,1109.239500,8041.986375
gedraineerd boven,1999,1,14,29439.511725,0.000000,3995.476881,1109.239500,15252.043125
gedraineerd boven,1999,1,15,34778.503488,0.000000,4004.559634,1109.239500,20058.747625
gedraineerd boven,1999,1,16,22658.139369,0.000000,4014.165590,1109.239500,5268.887625
gedraineerd boven,1999,1,17,10866.886559,0.000000,4026.431437,1109.239500,-462.183125
gedraineerd boven,1999,1,18,8946.035030,0.000000,4032.624836,1109.239500,3512.591750
gedraineerd boven,1999,1,19,6783.933140,0.000000,4032.916415,1109.239500,2310.915625
gedraineerd boven,1999,1,20,13929.741820,0.000000,4032.247276,1109.239500,10537.775250
gedraineerd boven,1999,1,21,7149.744160,0.000000,4030.497756,1109.239500,184.873250
gedraineerd boven,1999,1,22,3297.562205,0.000000,4032.322890,1109.239500,-277.309875
gedraineerd boven,1999,1,23,11077.316852,0.000000,4030.756199,1109.239500,9428.535750
gedraineerd boven,1999,1,24,7757.137426,0.000000,4027.264985,1109.239500,2218.479000
gedraineerd boven,1999,1,25,19870.104838,0.000000,4027.667139,1109.239500,15991.536125
gedraineerd boven,1999,1,26,55321.435294,0.000000,4026.408801,1109.239500,45386.382875
gedraineerd boven,1999,1,27,43190.070647,0.000000,4031.208205,1109.239500,15529.353000
gedraineerd boven,1999,1,28,26216.866574,0.000000,4053.728475,1109.239500,4621.831250
gedraineerd boven,1999,1,29,11721.883912,0.000000,4070.160542,1109.239500,-1386.549375
gedraineerd boven,1999,1,30,4197.082706,0.000000,4078.089576,1109.239500,-1663.859250
gedraineerd boven,1999,1,31,434.682103,0.000000,4078.763188,1109.239500,-1663.859250
gedraineerd boven,1999,2,1,-337.278699,0.000000,4075.673727,1109.239500,-554.619750
gedraineerd boven,1999,2,2,-614.588574,0.000000,4070.706155,1109.239500,-277.309875
gedraineerd boven,1999,2,3,-891.898449,0.000000,4065.526209,1109.239500,-277.309875
gedraineerd boven,1999,2,4,4192.115926,0.000000,4060.351444,1109.239500,5084.014375
gedraineerd boven,1999,2,5,9675.861213,0.000000,4055.181853,1109.239500,7579.803250
gedraineerd boven,1999,2,6,23787.438732,0.000000,4052.113489,1109.239500,18949.508125
gedraineerd boven,1999,2,7,31860.030366,0.000000,4051.790067,1109.239500,19966.311000
gedraineerd boven,1999,2,8,32383.734433,0.000000,4058.522757,1109.239500,16453.719250
gedraineerd boven,1999,2,9,31813.656841,0.000000,4069.285010,1109.239500,15621.789625
gedraineerd boven,1999,2,10,15906.828421,0.000000,4080.298352,1109.239500,-0.000000
gedraineerd boven,1999,2,11,5734.935210,0.000000,4091.015643,1109.239500,-2218.479000
gedraineerd boven,1999,2,12,648.988605,0.000000,4093.768802,1109.239500,-2218.479000
gedraineerd boven,1999,2,13,-2448.604447,0.000000,4091.433261,1109.239500,-2773.098750
gedraineerd boven,1999,2,14,4206.832553,0.000000,4086.557083,1109.239500,6655.437000
gedraineerd boven,1999,2,15,14305.050776,0.000000,4081.361286,1109.239500,12201.634500
gedraineerd boven,1999,2,16,11404.610138,0.000000,4078.274102,1109.239500,4252.084750
gedraineerd boven,1999,2,17,7551.037569,0.000000,4080.239113,1109.239500,1848.732500
gedraineerd boven,1999,2,18,17825.885785,0.000000,4080.751940,1109.239500,14050.367000
gedraineerd boven,1999,2,19,15106.196767,0.000000,4079.337467,1109.239500,6193.253875
gedraineerd boven,1999,2,20,5057.309509,0.000000,4083.061833,1109.239500,-2495.788875
gedraineerd boven,1999,2,21,13158.866629,0.000000,4085.422630,1109.239500,10630.211875
gedraineerd boven,1999,2,22,55201.098065,0.000000,4082.756623,1109.239500,48621.664750
gedraineerd boven,1999,2,23,28155.168782,0.000000,4084.144060,1109.239500,554.619750
gedraineerd boven,1999,2,24,11859.105391,0.000000,4106.551226,1109.239500,-2218.479000
gedraineerd boven,1999,2,25,12400.116446,0.000000,4115.413019,1109.239500,6470.563750
gedraineerd boven,1999,2,26,9065.593598,0.000000,4116.117919,1109.239500,2865.535375
gedraineerd boven,1999,2,27,10633.614049,0.000000,4117.092620,1109.239500,6100.817250
gedraineerd boven,1999,2,28,48762.020774,0.000000,4116.399085,1109.239500,43445.213750
gedraineerd boven,1999,3,1,108128.592637,0.000000,4116.490253,1109.239500,83747.582250
gedraineerd boven,1999,3,2,127458.976569,0.000000,4135.645534,1109.239500,73394.680250
gedraineerd boven,1999,3,3,66317.713784,0.000000,4184.464945,1109.239500,2588.225500
gedraineerd boven,1999,3,4,37965.561392,0.000000,4242.900729,1109.239500,4806.704500
gedraineerd boven,1999,3,5,18428.160946,0.000000,4270.707446,1109.239500,-554.619750
gedraineerd boven,1999,3,6,11987.179223,0.000000,4284.310279,1109.239500,2773.098750
gedraineerd boven,1999,3,7,11077.603987,0.000000,4288.130810,1109.239500,5084.014375
gedraineerd boven,1999,3,8,11732.055868,0.000000,4288.727029,1109.239500,6193.253875
gedraineerd boven,1999,3,9,16773.549684,0.000000,4288.867865,1109.239500,10907.521750
gedraineerd boven,1999,3,10,13840.535717,0.000000,4289.335785,1109.239500,5453.760875
gedraineerd boven,1999,3,11,2483.309859,0.000000,4292.323985,1109.239500,-4436.958000
gedraineerd boven,1999,3,12,-3472.612946,0.000000,4293.842689,1109.239500,-4714.267875
gedraineerd boven,1999,3,13,-4766.725696,0.000000,4289.681262,1109.239500,-1294.112750
gedraineerd boven,1999,3,14,-5691.091946,0.000000,4284.282341,1109.239500,-924.366250
gedraineerd boven,1999,3,15,-6985.204696,0.000000,4278.888820,1109.239500,-1294.112750
gedraineerd boven,1999,3,16,9745.824429,0.000000,4273.500691,1109.239500,16731.029125
gedraineerd boven,1999,3,17,3209.052965,0.000000,4268.117951,1109.239500,-1663.859250
gedraineerd boven,1999,3,18,21293.527607,0.000000,4267.613506,1109.239500,19689.001125
gedraineerd boven,1999,3,19,11663.566679,0.000000,4263.841179,1109.239500,1016.802875
gedraineerd boven,1999,3,20,3613.304339,0.000000,4269.114862,1109.239500,-2218.479000
gedraineerd boven,1999,3,21,32772.921545,0.000000,4269.568291,1109.239500,30966.269375
gedraineerd boven,1999,3,22,35705.715397,0.000000,4265.996136,1109.239500,19319.254625
gedraineerd boven,1999,3,23,18962.097199,0.000000,4277.007361,1109.239500,1109.239500
gedraineerd boven,1999,3,24,7539.879474,0.000000,4289.473972,1109.239500,-1941.169125
gedraineerd boven,1999,3,25,2106.080487,0.000000,4293.556307,1109.239500,-1663.859250
gedraineerd boven,1999,3,26,19263.055369,0.000000,4291.923451,1109.239500,18210.015125
gedraineerd boven,1999,3,27,4085.330184,0.000000,4287.575328,1109.239500,-5546.197500
gedraineerd boven,1999,3,28,-4612.771908,0.000000,4291.810041,1109.239500,-6655.437000
gedraineerd boven,1999,3,29,-6923.687533,0.000000,4288.451657,1109.239500,-2310.915625
gedraineerd boven,1999,3,30,1210.735467,0.000000,4283.053965,1109.239500,8134.423000
gedraineerd boven,1999,3,31,-6327.379141,0.000000,4277.661672,1109.239500,-6932.746875
gedraineerd boven,1999,4,1,-8823.168016,0.000000,4272.880138,1109.239500,-2495.788875
gedraineerd boven,1999,4,2,-11226.520266,0.000000,4267.498019,1109.239500,-2403.352250
gedraineerd boven,1999,4,3,56529.525859,0.000000,4262.121281,1109.239500,67756.046125
gedraineerd boven,1999,4,4,27525.269929,0.000000,4256.749921,1109.239500,-739.493000
gedraineerd boven,1999,4,5,12745.832090,0.000000,4279.648694,1109.239500,-1016.802875
gedraineerd boven,1999,4,6,17835.057545,0.000000,4288.022441,1109.239500,11462.141500
gedraineerd boven,1999,4,7,5127.627147,0.000000,4288.998095,1109.239500,-3789.901625
gedraineerd boven,1999,4,8,899.954324,0.000000,4292.517386,1109.239500,-1663.859250
gedraineerd boven,1999,4,9,-2045.811713,0.000000,4289.679443,1109.239500,-2495.788875
gedraineerd boven,1999,4,10,1836.526537,0.000000,4284.730501,1109.239500,3882.338250
gedraineerd boven,1999,4,11,25506.405518,0.000000,4279.336531,1109.239500,24588.142250
gedraineerd boven,1999,4,12,16727.977634,0.000000,4274.866218,1109.239500,3974.774875
gedraineerd boven,1999,4,13,52363.822317,0.000000,4282.235315,1109.239500,43999.833500
gedraineerd boven,1999,4,14,20450.840409,0.000000,4285.207829,1109.239500,-5731.070750
gedraineerd boven,1999,4,15,11334.659704,0.000000,4305.995293,1109.239500,1109.239500
gedraineerd boven,1999,4,16,121.132352,0.000000,4310.805478,1109.239500,-5546.197500
gedraineerd boven,1999,4,17,-2620.095949,0.000000,4311.052763,1109.239500,-2680.662125
gedraineerd boven,1999,4,18,-1510.856449,0.000000,4305.693037,1109.239500,1109.239500
gedraineerd boven,1999,4,19,-3267.152324,0.000000,4300.278105,1109.239500,-1756.295875
gedraineerd boven,1999,4,20,17161.341801,0.000000,4294.868587,1109.239500,20428.494125
gedraineerd boven,1999,4,21,4236.149526,0.000000,4289.464479,1109.239500,-4344.521375
gedraineerd boven,1999,4,22,-100.404237,0.000000,4292.646446,1109.239500,-2218.479000
gedraineerd boven,1999,4,23,-2781.066362,0.000000,4289.362635,1109.239500,-2680.662125
gedraineerd boven,1999,4,24,-4167.615737,0.000000,4283.964033,1109.239500,-1386.549375
gedraineerd boven,1999,4,25,-6386.094737,0.000000,4278.570829,1109.239500,-2218.479000
gedraineerd boven,1999,4,26,-9621.376612,0.000000,4273.183019,1109.239500,-3235.281875
gedraineerd boven,1999,4,27,-12949.095112,0.000000,4267.800596,1109.239500,-3327.718500
gedraineerd boven,1999,4,28,-16369.250237,0.000000,4262.423556,1109.239500,-3420.155125
gedraineerd boven,1999,4,29,-19696.968737,0.000000,4257.051893,1109.239500,-3327.718500
gedraineerd boven,1999,4,30,-23209.560487,0.000000,4251.685602,1109.239500,-3512.591750
gedraineerd boven,1999,5,1,-25150.729612,0.000000,4246.324677,1109.239500,-1941.169125
gedraineerd boven,1999,5,2,-28386.011487,0.000000,4240.969112,1109.239500,-3235.281875
